GeneIDV5-5,GeneSymbol,PathwayID,GenotypeID,Time,Replicate,RPKM
Cre09-g394325,ELIP3,N-LHC-likegenes,C1NT,0.5,1,540
Cre09-g394325,ELIP3,N-LHC-likegenes,C1NT,0.5,2,538
Cre09-g394325,ELIP3,N-LHC-likegenes,C1NT,4,1,21
Cre09-g394325,ELIP3,N-LHC-likegenes,C1NT,4,2,28
Cre09-g394325,ELIP3,N-LHC-likegenes,C2NT,0,1,1
Cre09-g394325,ELIP3,N-LHC-likegenes,C2NT,0,2,9
Cre09-g394325,ELIP3,N-LHC-likegenes,C2NT,0.5,1,491
Cre09-g394325,ELIP3,N-LHC-likegenes,C2NT,0.5,2,490
Cre09-g394325,ELIP3,N-LHC-likegenes,C2NT,4,1,14
Cre09-g394325,ELIP3,N-LHC-likegenes,C2NT,4,2,18
Cre13-g576760,ELIP7,N-LHC-likegenes,WTNT,0,1,22
Cre13-g576760,ELIP7,N-LHC-likegenes,WTNT,0,2,22
Cre13-g576760,ELIP7,N-LHC-likegenes,WTNT,0.5,1,23
Cre13-g576760,ELIP7,N-LHC-likegenes,WTNT,0.5,2,20
Cre13-g576760,ELIP7,N-LHC-likegenes,WTNT,4,1,76
Cre13-g576760,ELIP7,N-LHC-likegenes,WTNT,4,2,75
Cre13-g576760,ELIP7,N-LHC-likegenes,WT+BV,0,1,19
Cre13-g576760,ELIP7,N-LHC-likegenes,WT+BV,0,2,20
Cre13-g576760,ELIP7,N-LHC-likegenes,WT+BV,0.5,1,18
Cre13-g576760,ELIP7,N-LHC-likegenes,WT+BV,0.5,2,22
Cre13-g576760,ELIP7,N-LHC-likegenes,WT+BV,4,1,77
Cre13-g576760,ELIP7,N-LHC-likegenes,WT+BV,4,2,76
Cre13-g576760,ELIP7,N-LHC-likegenes,hoNT,0,1,25
Cre13-g576760,ELIP7,N-LHC-likegenes,hoNT,0,2,21
Cre13-g576760,ELIP7,N-LHC-likegenes,hoNT,0.5,1,23
Cre13-g576760,ELIP7,N-LHC-likegenes,hoNT,0.5,2,24
Cre13-g576760,ELIP7,N-LHC-likegenes,hoNT,4,1,100
Cre13-g576760,ELIP7,N-LHC-likegenes,hoNT,4,2,77
Cre13-g576760,ELIP7,N-LHC-likegenes,ho+BV,0,1,20
Cre13-g576760,ELIP7,N-LHC-likegenes,ho+BV,0,2,24
Cre13-g576760,ELIP7,N-LHC-likegenes,ho+BV,0.5,1,27
Cre13-g576760,ELIP7,N-LHC-likegenes,ho+BV,0.5,2,27
Cre13-g576760,ELIP7,N-LHC-likegenes,ho+BV,4,1,65
Cre13-g576760,ELIP7,N-LHC-likegenes,ho+BV,4,2,59
Cre13-g576760,ELIP7,N-LHC-likegenes,C1NT,0,1,23
Cre13-g576760,ELIP7,N-LHC-likegenes,C1NT,0,2,21
Cre13-g576760,ELIP7,N-LHC-likegenes,C1NT,0.5,1,25
Cre13-g576760,ELIP7,N-LHC-likegenes,C1NT,0.5,2,24
Cre13-g576760,ELIP7,N-LHC-likegenes,C1NT,4,1,79
Cre13-g576760,ELIP7,N-LHC-likegenes,C1NT,4,2,78
Cre13-g576760,ELIP7,N-LHC-likegenes,C2NT,0,1,25
Cre13-g576760,ELIP7,N-LHC-likegenes,C2NT,0,2,24
Cre13-g576760,ELIP7,N-LHC-likegenes,C2NT,0.5,1,28
Cre13-g576760,ELIP7,N-LHC-likegenes,C2NT,0.5,2,27
Cre13-g576760,ELIP7,N-LHC-likegenes,C2NT,4,1,83
Cre13-g576760,ELIP7,N-LHC-likegenes,C2NT,4,2,83
Cre14-g626750,ELIP8,N-LHC-likegenes,WTNT,0,1,57
Cre14-g626750,ELIP8,N-LHC-likegenes,WTNT,0,2,50
Cre14-g626750,ELIP8,N-LHC-likegenes,WTNT,0.5,1,681
Cre14-g626750,ELIP8,N-LHC-likegenes,WTNT,0.5,2,655
Cre14-g626750,ELIP8,N-LHC-likegenes,WTNT,4,1,232
Cre14-g626750,ELIP8,N-LHC-likegenes,WTNT,4,2,246
Cre14-g626750,ELIP8,N-LHC-likegenes,WT+BV,0,1,37
Cre14-g626750,ELIP8,N-LHC-likegenes,WT+BV,0,2,43
Cre14-g626750,ELIP8,N-LHC-likegenes,WT+BV,0.5,1,488
Cre14-g626750,ELIP8,N-LHC-likegenes,WT+BV,0.5,2,547
Cre14-g626750,ELIP8,N-LHC-likegenes,WT+BV,4,1,45
Cre14-g626750,ELIP8,N-LHC-likegenes,WT+BV,4,2,40
Cre14-g626750,ELIP8,N-LHC-likegenes,hoNT,0,1,68
Cre14-g626750,ELIP8,N-LHC-likegenes,hoNT,0,2,66
Cre14-g626750,ELIP8,N-LHC-likegenes,hoNT,0.5,1,549
Cre14-g626750,ELIP8,N-LHC-likegenes,hoNT,0.5,2,572
Cre14-g626750,ELIP8,N-LHC-likegenes,hoNT,4,1,204
Cre14-g626750,ELIP8,N-LHC-likegenes,hoNT,4,2,176
Cre14-g626750,ELIP8,N-LHC-likegenes,ho+BV,0,1,51
Cre14-g626750,ELIP8,N-LHC-likegenes,ho+BV,0,2,73
Cre14-g626750,ELIP8,N-LHC-likegenes,ho+BV,0.5,1,383
Cre14-g626750,ELIP8,N-LHC-likegenes,ho+BV,0.5,2,399
Cre14-g626750,ELIP8,N-LHC-likegenes,ho+BV,4,1,116
Cre14-g626750,ELIP8,N-LHC-likegenes,ho+BV,4,2,100
Cre14-g626750,ELIP8,N-LHC-likegenes,C1NT,0,1,60
Cre14-g626750,ELIP8,N-LHC-likegenes,C1NT,0,2,60
Cre14-g626750,ELIP8,N-LHC-likegenes,C1NT,0.5,1,578
Cre14-g626750,ELIP8,N-LHC-likegenes,C1NT,0.5,2,595
Cre14-g626750,ELIP8,N-LHC-likegenes,C1NT,4,1,230
Cre14-g626750,ELIP8,N-LHC-likegenes,C1NT,4,2,235
Cre14-g626750,ELIP8,N-LHC-likegenes,C2NT,0,1,68
Cre14-g626750,ELIP8,N-LHC-likegenes,C2NT,0,2,69
Cre14-g626750,ELIP8,N-LHC-likegenes,C2NT,0.5,1,614
Cre14-g626750,ELIP8,N-LHC-likegenes,C2NT,0.5,2,627
Cre14-g626750,ELIP8,N-LHC-likegenes,C2NT,4,1,201
Cre14-g626750,ELIP8,N-LHC-likegenes,C2NT,4,2,211
Cre16-g679250,ELIP1,N-LHC-likegenes,WTNT,0,1,7
Cre16-g679250,ELIP1,N-LHC-likegenes,WTNT,0,2,8
Cre16-g679250,ELIP1,N-LHC-likegenes,WTNT,0.5,1,139
Cre16-g679250,ELIP1,N-LHC-likegenes,WTNT,0.5,2,136
Cre16-g679250,ELIP1,N-LHC-likegenes,WTNT,4,1,37
Cre16-g679250,ELIP1,N-LHC-likegenes,WTNT,4,2,36
Cre16-g679250,ELIP1,N-LHC-likegenes,WT+BV,0,1,6
Cre16-g679250,ELIP1,N-LHC-likegenes,WT+BV,0,2,8
Cre16-g679250,ELIP1,N-LHC-likegenes,WT+BV,0.5,1,47
Cre16-g679250,ELIP1,N-LHC-likegenes,WT+BV,0.5,2,50
Cre16-g679250,ELIP1,N-LHC-likegenes,WT+BV,4,1,21
Cre16-g679250,ELIP1,N-LHC-likegenes,WT+BV,4,2,19
Cre16-g679250,ELIP1,N-LHC-likegenes,hoNT,0,1,9
Cre16-g679250,ELIP1,N-LHC-likegenes,hoNT,0,2,9
Cre16-g679250,ELIP1,N-LHC-likegenes,hoNT,0.5,1,94
Cre16-g679250,ELIP1,N-LHC-likegenes,hoNT,0.5,2,97
Cre16-g679250,ELIP1,N-LHC-likegenes,hoNT,4,1,37
Cre16-g679250,ELIP1,N-LHC-likegenes,hoNT,4,2,35
Cre16-g679250,ELIP1,N-LHC-likegenes,ho+BV,0,1,8
Cre16-g679250,ELIP1,N-LHC-likegenes,ho+BV,0,2,9
Cre16-g679250,ELIP1,N-LHC-likegenes,ho+BV,0.5,1,34
Cre16-g679250,ELIP1,N-LHC-likegenes,ho+BV,0.5,2,36
Cre16-g679250,ELIP1,N-LHC-likegenes,ho+BV,4,1,25
Cre16-g679250,ELIP1,N-LHC-likegenes,ho+BV,4,2,22
Cre16-g679250,ELIP1,N-LHC-likegenes,C1NT,0,1,8
Cre16-g679250,ELIP1,N-LHC-likegenes,C1NT,0,2,8
Cre16-g679250,ELIP1,N-LHC-likegenes,C1NT,0.5,1,86
Cre16-g679250,ELIP1,N-LHC-likegenes,C1NT,0.5,2,86
Cre16-g679250,ELIP1,N-LHC-likegenes,C1NT,4,1,34
Cre16-g679250,ELIP1,N-LHC-likegenes,C1NT,4,2,34
Cre16-g679250,ELIP1,N-LHC-likegenes,C2NT,0,1,10
Cre16-g679250,ELIP1,N-LHC-likegenes,C2NT,0,2,10
Cre16-g679250,ELIP1,N-LHC-likegenes,C2NT,0.5,1,82
Cre16-g679250,ELIP1,N-LHC-likegenes,C2NT,0.5,2,81
Cre16-g679250,ELIP1,N-LHC-likegenes,C2NT,4,1,33
Cre16-g679250,ELIP1,N-LHC-likegenes,C2NT,4,2,31
Cre17-g740950,ELIP10,N-LHC-likegenes,WTNT,0,1,15
Cre17-g740950,ELIP10,N-LHC-likegenes,WTNT,0,2,15
Cre17-g740950,ELIP10,N-LHC-likegenes,WTNT,0.5,1,1036
Cre17-g740950,ELIP10,N-LHC-likegenes,WTNT,0.5,2,1005
Cre17-g740950,ELIP10,N-LHC-likegenes,WTNT,4,1,57
Cre17-g740950,ELIP10,N-LHC-likegenes,WTNT,4,2,65
Cre17-g740950,ELIP10,N-LHC-likegenes,WT+BV,0,1,11
Cre17-g740950,ELIP10,N-LHC-likegenes,WT+BV,0,2,13
Cre17-g740950,ELIP10,N-LHC-likegenes,WT+BV,0.5,1,296
Cre17-g740950,ELIP10,N-LHC-likegenes,WT+BV,0.5,2,315
Cre17-g740950,ELIP10,N-LHC-likegenes,WT+BV,4,1,23
Cre17-g740950,ELIP10,N-LHC-likegenes,WT+BV,4,2,21
Cre17-g740950,ELIP10,N-LHC-likegenes,hoNT,0,1,19
Cre17-g740950,ELIP10,N-LHC-likegenes,hoNT,0,2,20
Cre17-g740950,ELIP10,N-LHC-likegenes,hoNT,0.5,1,691
Cre17-g740950,ELIP10,N-LHC-likegenes,hoNT,0.5,2,675
Cre17-g740950,ELIP10,N-LHC-likegenes,hoNT,4,1,80
Cre17-g740950,ELIP10,N-LHC-likegenes,hoNT,4,2,74
Cre17-g740950,ELIP10,N-LHC-likegenes,ho+BV,0,1,16
Cre17-g740950,ELIP10,N-LHC-likegenes,ho+BV,0,2,21
Cre17-g740950,ELIP10,N-LHC-likegenes,ho+BV,0.5,1,243
Cre17-g740950,ELIP10,N-LHC-likegenes,ho+BV,0.5,2,246
Cre17-g740950,ELIP10,N-LHC-likegenes,ho+BV,4,1,41
Cre17-g740950,ELIP10,N-LHC-likegenes,ho+BV,4,2,37
Cre17-g740950,ELIP10,N-LHC-likegenes,C1NT,0,1,19
Cre17-g740950,ELIP10,N-LHC-likegenes,C1NT,0,2,21
Cre17-g740950,ELIP10,N-LHC-likegenes,C1NT,0.5,1,577
Cre17-g740950,ELIP10,N-LHC-likegenes,C1NT,0.5,2,585
Cre17-g740950,ELIP10,N-LHC-likegenes,C1NT,4,1,79
Cre17-g740950,ELIP10,N-LHC-likegenes,C1NT,4,2,80
Cre17-g740950,ELIP10,N-LHC-likegenes,C2NT,0,1,20
Cre17-g740950,ELIP10,N-LHC-likegenes,C2NT,0,2,21
Cre17-g740950,ELIP10,N-LHC-likegenes,C2NT,0.5,1,543
Cre17-g740950,ELIP10,N-LHC-likegenes,C2NT,0.5,2,550
Cre17-g740950,ELIP10,N-LHC-likegenes,C2NT,4,1,65
Cre17-g740950,ELIP10,N-LHC-likegenes,C2NT,4,2,67
Cre01-g009250,TOP2,O-Cellcyclecontrol,WTNT,0,1,9
Cre01-g009250,TOP2,O-Cellcyclecontrol,WTNT,0,2,9
Cre01-g009250,TOP2,O-Cellcyclecontrol,WTNT,0.5,1,4
Cre01-g009250,TOP2,O-Cellcyclecontrol,WTNT,0.5,2,4
Cre01-g009250,TOP2,O-Cellcyclecontrol,WTNT,4,1,0
Cre01-g009250,TOP2,O-Cellcyclecontrol,WTNT,4,2,0
Cre01-g009250,TOP2,O-Cellcyclecontrol,WT+BV,0,1,7
Cre01-g009250,TOP2,O-Cellcyclecontrol,WT+BV,0,2,7
Cre01-g009250,TOP2,O-Cellcyclecontrol,WT+BV,0.5,1,2
Cre01-g009250,TOP2,O-Cellcyclecontrol,WT+BV,0.5,2,5
Cre01-g009250,TOP2,O-Cellcyclecontrol,WT+BV,4,1,0
Cre01-g009250,TOP2,O-Cellcyclecontrol,WT+BV,4,2,0
Cre01-g009250,TOP2,O-Cellcyclecontrol,hoNT,0,1,11
Cre01-g009250,TOP2,O-Cellcyclecontrol,hoNT,0,2,11
Cre01-g009250,TOP2,O-Cellcyclecontrol,hoNT,0.5,1,6
Cre01-g009250,TOP2,O-Cellcyclecontrol,hoNT,0.5,2,7
Cre01-g009250,TOP2,O-Cellcyclecontrol,hoNT,4,1,2
Cre01-g009250,TOP2,O-Cellcyclecontrol,hoNT,4,2,3
Cre01-g009250,TOP2,O-Cellcyclecontrol,ho+BV,0,1,10
Cre01-g009250,TOP2,O-Cellcyclecontrol,ho+BV,0,2,10
Cre01-g009250,TOP2,O-Cellcyclecontrol,ho+BV,0.5,1,8
Cre01-g009250,TOP2,O-Cellcyclecontrol,ho+BV,0.5,2,8
Cre01-g009250,TOP2,O-Cellcyclecontrol,ho+BV,4,1,1
Cre01-g009250,TOP2,O-Cellcyclecontrol,ho+BV,4,2,1
Cre01-g009250,TOP2,O-Cellcyclecontrol,C1NT,0,1,11
Cre01-g009250,TOP2,O-Cellcyclecontrol,C1NT,0,2,11
Cre01-g009250,TOP2,O-Cellcyclecontrol,C1NT,0.5,1,6
Cre01-g009250,TOP2,O-Cellcyclecontrol,C1NT,0.5,2,6
Cre01-g009250,TOP2,O-Cellcyclecontrol,C1NT,4,1,3
Cre01-g009250,TOP2,O-Cellcyclecontrol,C1NT,4,2,3
Cre01-g009250,TOP2,O-Cellcyclecontrol,C2NT,0,1,12
Cre01-g009250,TOP2,O-Cellcyclecontrol,C2NT,0,2,11
Cre01-g009250,TOP2,O-Cellcyclecontrol,C2NT,0.5,1,7
Cre01-g009250,TOP2,O-Cellcyclecontrol,C2NT,0.5,2,7
Cre01-g009250,TOP2,O-Cellcyclecontrol,C2NT,4,1,6
Cre01-g009250,TOP2,O-Cellcyclecontrol,C2NT,4,2,6
Cre01-g015250,POLD1,O-Cellcyclecontrol,WTNT,0,1,9
Cre01-g015250,POLD1,O-Cellcyclecontrol,WTNT,0,2,9
Cre01-g015250,POLD1,O-Cellcyclecontrol,WTNT,0.5,1,2
Cre01-g015250,POLD1,O-Cellcyclecontrol,WTNT,0.5,2,2
Cre01-g015250,POLD1,O-Cellcyclecontrol,WTNT,4,1,1
Cre01-g015250,POLD1,O-Cellcyclecontrol,WTNT,4,2,1
Cre01-g015250,POLD1,O-Cellcyclecontrol,WT+BV,0,1,6
Cre01-g015250,POLD1,O-Cellcyclecontrol,WT+BV,0,2,7
Cre01-g015250,POLD1,O-Cellcyclecontrol,WT+BV,0.5,1,2
Cre01-g015250,POLD1,O-Cellcyclecontrol,WT+BV,0.5,2,3
Cre01-g015250,POLD1,O-Cellcyclecontrol,WT+BV,4,1,1
Cre01-g015250,POLD1,O-Cellcyclecontrol,WT+BV,4,2,1
Cre01-g015250,POLD1,O-Cellcyclecontrol,hoNT,0,1,10
Cre01-g015250,POLD1,O-Cellcyclecontrol,hoNT,0,2,9
Cre01-g015250,POLD1,O-Cellcyclecontrol,hoNT,0.5,1,3
Cre01-g015250,POLD1,O-Cellcyclecontrol,hoNT,0.5,2,4
Cre01-g015250,POLD1,O-Cellcyclecontrol,hoNT,4,1,2
Cre01-g015250,POLD1,O-Cellcyclecontrol,hoNT,4,2,2
Cre01-g015250,POLD1,O-Cellcyclecontrol,ho+BV,0,1,8
Cre01-g015250,POLD1,O-Cellcyclecontrol,ho+BV,0,2,9
Cre01-g015250,POLD1,O-Cellcyclecontrol,ho+BV,0.5,1,6
Cre01-g015250,POLD1,O-Cellcyclecontrol,ho+BV,0.5,2,6
Cre01-g015250,POLD1,O-Cellcyclecontrol,ho+BV,4,1,2
Cre01-g015250,POLD1,O-Cellcyclecontrol,ho+BV,4,2,2
Cre01-g015250,POLD1,O-Cellcyclecontrol,C1NT,0,1,9
Cre01-g015250,POLD1,O-Cellcyclecontrol,C1NT,0,2,9
Cre01-g015250,POLD1,O-Cellcyclecontrol,C1NT,0.5,1,4
Cre01-g015250,POLD1,O-Cellcyclecontrol,C1NT,0.5,2,3
Cre01-g015250,POLD1,O-Cellcyclecontrol,C1NT,4,1,3
Cre01-g015250,POLD1,O-Cellcyclecontrol,C1NT,4,2,2
Cre01-g015250,POLD1,O-Cellcyclecontrol,C2NT,0,1,11
Cre01-g015250,POLD1,O-Cellcyclecontrol,C2NT,0,2,10
Cre01-g015250,POLD1,O-Cellcyclecontrol,C2NT,0.5,1,5
Cre01-g015250,POLD1,O-Cellcyclecontrol,C2NT,0.5,2,5
Cre01-g015250,POLD1,O-Cellcyclecontrol,C2NT,4,1,4
Cre01-g015250,POLD1,O-Cellcyclecontrol,C2NT,4,2,4
Cre01-g017450,POLA2,O-Cellcyclecontrol,WTNT,0,1,4
Cre01-g017450,POLA2,O-Cellcyclecontrol,WTNT,0,2,3
Cre01-g017450,POLA2,O-Cellcyclecontrol,WTNT,0.5,1,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,WTNT,0.5,2,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,WTNT,4,1,0
Cre01-g017450,POLA2,O-Cellcyclecontrol,WTNT,4,2,0
Cre01-g017450,POLA2,O-Cellcyclecontrol,WT+BV,0,1,2
Cre01-g017450,POLA2,O-Cellcyclecontrol,WT+BV,0,2,3
Cre01-g017450,POLA2,O-Cellcyclecontrol,WT+BV,0.5,1,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,WT+BV,0.5,2,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,WT+BV,4,1,0
Cre01-g017450,POLA2,O-Cellcyclecontrol,WT+BV,4,2,0
Cre01-g017450,POLA2,O-Cellcyclecontrol,hoNT,0,1,4
Cre01-g017450,POLA2,O-Cellcyclecontrol,hoNT,0,2,4
Cre01-g017450,POLA2,O-Cellcyclecontrol,hoNT,0.5,1,2
Cre01-g017450,POLA2,O-Cellcyclecontrol,hoNT,0.5,2,2
Cre01-g017450,POLA2,O-Cellcyclecontrol,hoNT,4,1,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,hoNT,4,2,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,ho+BV,0,1,4
Cre01-g017450,POLA2,O-Cellcyclecontrol,ho+BV,0,2,4
Cre01-g017450,POLA2,O-Cellcyclecontrol,ho+BV,0.5,1,3
Cre01-g017450,POLA2,O-Cellcyclecontrol,ho+BV,0.5,2,2
Cre01-g017450,POLA2,O-Cellcyclecontrol,ho+BV,4,1,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,ho+BV,4,2,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,C1NT,0,1,4
Cre01-g017450,POLA2,O-Cellcyclecontrol,C1NT,0,2,3
Cre01-g017450,POLA2,O-Cellcyclecontrol,C1NT,0.5,1,2
Cre01-g017450,POLA2,O-Cellcyclecontrol,C1NT,0.5,2,2
Cre01-g017450,POLA2,O-Cellcyclecontrol,C1NT,4,1,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,C1NT,4,2,1
Cre01-g017450,POLA2,O-Cellcyclecontrol,C2NT,0,1,5
Cre01-g017450,POLA2,O-Cellcyclecontrol,C2NT,0,2,4
Cre01-g017450,POLA2,O-Cellcyclecontrol,C2NT,0.5,1,3
Cre01-g017450,POLA2,O-Cellcyclecontrol,C2NT,0.5,2,3
Cre01-g017450,POLA2,O-Cellcyclecontrol,C2NT,4,1,2
Cre01-g017450,POLA2,O-Cellcyclecontrol,C2NT,4,2,1
Cre01-g023150,MCM5,O-Cellcyclecontrol,WTNT,0,1,13
Cre01-g023150,MCM5,O-Cellcyclecontrol,WTNT,0,2,13
Cre01-g023150,MCM5,O-Cellcyclecontrol,WTNT,0.5,1,40
Cre01-g023150,MCM5,O-Cellcyclecontrol,WTNT,0.5,2,47
Cre01-g023150,MCM5,O-Cellcyclecontrol,WTNT,4,1,5
Cre01-g023150,MCM5,O-Cellcyclecontrol,WTNT,4,2,6
Cre01-g023150,MCM5,O-Cellcyclecontrol,WT+BV,0,1,10
Cre01-g023150,MCM5,O-Cellcyclecontrol,WT+BV,0,2,11
Cre01-g023150,MCM5,O-Cellcyclecontrol,WT+BV,0.5,1,25
Cre01-g023150,MCM5,O-Cellcyclecontrol,WT+BV,0.5,2,39
Cre01-g023150,MCM5,O-Cellcyclecontrol,WT+BV,4,1,2
Cre01-g023150,MCM5,O-Cellcyclecontrol,WT+BV,4,2,3
Cre01-g023150,MCM5,O-Cellcyclecontrol,hoNT,0,1,15
Cre01-g023150,MCM5,O-Cellcyclecontrol,hoNT,0,2,16
Cre01-g023150,MCM5,O-Cellcyclecontrol,hoNT,0.5,1,34
Cre01-g023150,MCM5,O-Cellcyclecontrol,hoNT,0.5,2,39
Cre01-g023150,MCM5,O-Cellcyclecontrol,hoNT,4,1,9
Cre01-g023150,MCM5,O-Cellcyclecontrol,hoNT,4,2,10
Cre01-g023150,MCM5,O-Cellcyclecontrol,ho+BV,0,1,15
Cre01-g023150,MCM5,O-Cellcyclecontrol,ho+BV,0,2,16
Cre01-g023150,MCM5,O-Cellcyclecontrol,ho+BV,0.5,1,34
Cre01-g023150,MCM5,O-Cellcyclecontrol,ho+BV,0.5,2,38
Cre01-g023150,MCM5,O-Cellcyclecontrol,ho+BV,4,1,7
Cre01-g023150,MCM5,O-Cellcyclecontrol,ho+BV,4,2,6
Cre01-g023150,MCM5,O-Cellcyclecontrol,C1NT,0,1,18
Cre01-g023150,MCM5,O-Cellcyclecontrol,C1NT,0,2,15
Cre01-g023150,MCM5,O-Cellcyclecontrol,C1NT,0.5,1,50
Cre01-g023150,MCM5,O-Cellcyclecontrol,C1NT,0.5,2,51
Cre01-g023150,MCM5,O-Cellcyclecontrol,C1NT,4,1,11
Cre01-g023150,MCM5,O-Cellcyclecontrol,C1NT,4,2,9
Cre01-g023150,MCM5,O-Cellcyclecontrol,C2NT,0,1,19
Cre01-g023150,MCM5,O-Cellcyclecontrol,C2NT,0,2,19
Cre01-g023150,MCM5,O-Cellcyclecontrol,C2NT,0.5,1,50
Cre01-g023150,MCM5,O-Cellcyclecontrol,C2NT,0.5,2,50
Cre01-g023150,MCM5,O-Cellcyclecontrol,C2NT,4,1,12
Cre01-g023150,MCM5,O-Cellcyclecontrol,C2NT,4,2,11
Cre01-g024850,RDP2,O-Cellcyclecontrol,WTNT,0,1,5
Cre01-g024850,RDP2,O-Cellcyclecontrol,WTNT,0,2,5
Cre01-g024850,RDP2,O-Cellcyclecontrol,WTNT,0.5,1,42
Cre01-g024850,RDP2,O-Cellcyclecontrol,WTNT,0.5,2,39
Cre01-g024850,RDP2,O-Cellcyclecontrol,WTNT,4,1,7
Cre01-g024850,RDP2,O-Cellcyclecontrol,WTNT,4,2,7
Cre01-g024850,RDP2,O-Cellcyclecontrol,WT+BV,0,1,4
Cre01-g024850,RDP2,O-Cellcyclecontrol,WT+BV,0,2,4
Cre01-g024850,RDP2,O-Cellcyclecontrol,WT+BV,0.5,1,20
Cre01-g024850,RDP2,O-Cellcyclecontrol,WT+BV,0.5,2,24
Cre01-g024850,RDP2,O-Cellcyclecontrol,WT+BV,4,1,6
Cre01-g024850,RDP2,O-Cellcyclecontrol,WT+BV,4,2,7
Cre01-g024850,RDP2,O-Cellcyclecontrol,hoNT,0,1,8
Cre01-g024850,RDP2,O-Cellcyclecontrol,hoNT,0,2,8
Cre01-g024850,RDP2,O-Cellcyclecontrol,hoNT,0.5,1,47
Cre01-g024850,RDP2,O-Cellcyclecontrol,hoNT,0.5,2,46
Cre01-g024850,RDP2,O-Cellcyclecontrol,hoNT,4,1,24
Cre01-g024850,RDP2,O-Cellcyclecontrol,hoNT,4,2,21
Cre01-g024850,RDP2,O-Cellcyclecontrol,ho+BV,0,1,8
Cre01-g024850,RDP2,O-Cellcyclecontrol,ho+BV,0,2,6
Cre01-g024850,RDP2,O-Cellcyclecontrol,ho+BV,0.5,1,26
Cre01-g024850,RDP2,O-Cellcyclecontrol,ho+BV,0.5,2,27
Cre01-g024850,RDP2,O-Cellcyclecontrol,ho+BV,4,1,13
Cre01-g024850,RDP2,O-Cellcyclecontrol,ho+BV,4,2,14
Cre01-g024850,RDP2,O-Cellcyclecontrol,C1NT,0,1,6
Cre01-g024850,RDP2,O-Cellcyclecontrol,C1NT,0,2,7
Cre01-g024850,RDP2,O-Cellcyclecontrol,C1NT,0.5,1,44
Cre01-g024850,RDP2,O-Cellcyclecontrol,C1NT,0.5,2,44
Cre01-g024850,RDP2,O-Cellcyclecontrol,C1NT,4,1,11
Cre01-g024850,RDP2,O-Cellcyclecontrol,C1NT,4,2,11
Cre01-g024850,RDP2,O-Cellcyclecontrol,C2NT,0,1,7
Cre01-g024850,RDP2,O-Cellcyclecontrol,C2NT,0,2,7
Cre01-g024850,RDP2,O-Cellcyclecontrol,C2NT,0.5,1,31
Cre01-g024850,RDP2,O-Cellcyclecontrol,C2NT,0.5,2,32
Cre01-g024850,RDP2,O-Cellcyclecontrol,C2NT,4,1,6
Cre01-g024850,RDP2,O-Cellcyclecontrol,C2NT,4,2,8
Cre01-g029100,PSF2,O-Cellcyclecontrol,WTNT,0,1,9
Cre01-g029100,PSF2,O-Cellcyclecontrol,WTNT,0,2,7
Cre01-g029100,PSF2,O-Cellcyclecontrol,WTNT,0.5,1,2
Cre01-g029100,PSF2,O-Cellcyclecontrol,WTNT,0.5,2,1
Cre01-g029100,PSF2,O-Cellcyclecontrol,WTNT,4,1,0
Cre01-g029100,PSF2,O-Cellcyclecontrol,WTNT,4,2,0
Cre01-g029100,PSF2,O-Cellcyclecontrol,WT+BV,0,1,5
Cre01-g029100,PSF2,O-Cellcyclecontrol,WT+BV,0,2,7
Cre01-g029100,PSF2,O-Cellcyclecontrol,WT+BV,0.5,1,1
Cre01-g029100,PSF2,O-Cellcyclecontrol,WT+BV,0.5,2,2
Cre01-g029100,PSF2,O-Cellcyclecontrol,WT+BV,4,1,1
Cre01-g029100,PSF2,O-Cellcyclecontrol,WT+BV,4,2,1
Cre01-g029100,PSF2,O-Cellcyclecontrol,hoNT,0,1,11
Cre01-g029100,PSF2,O-Cellcyclecontrol,hoNT,0,2,9
Cre01-g029100,PSF2,O-Cellcyclecontrol,hoNT,0.5,1,4
Cre01-g029100,PSF2,O-Cellcyclecontrol,hoNT,0.5,2,4
Cre01-g029100,PSF2,O-Cellcyclecontrol,hoNT,4,1,3
Cre01-g029100,PSF2,O-Cellcyclecontrol,hoNT,4,2,3
Cre01-g029100,PSF2,O-Cellcyclecontrol,ho+BV,0,1,9
Cre01-g029100,PSF2,O-Cellcyclecontrol,ho+BV,0,2,10
Cre01-g029100,PSF2,O-Cellcyclecontrol,ho+BV,0.5,1,6
Cre01-g029100,PSF2,O-Cellcyclecontrol,ho+BV,0.5,2,6
Cre01-g029100,PSF2,O-Cellcyclecontrol,ho+BV,4,1,2
Cre01-g029100,PSF2,O-Cellcyclecontrol,ho+BV,4,2,2
Cre01-g029100,PSF2,O-Cellcyclecontrol,C1NT,0,1,10
Cre01-g029100,PSF2,O-Cellcyclecontrol,C1NT,0,2,8
Cre01-g029100,PSF2,O-Cellcyclecontrol,C1NT,0.5,1,5
